0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 4460, 36, 0, 0, 0, 0, 0, 11, 2295, 48314, 391, 0, 0, 0, 0, 1, 1105, 16423, 238487, 631, 0, 0, 0, 0, 42, 1551, 63031, 312109, 157, 0, 0, 0, 0, 102, 197, 26403, 37481, 0, 0, 0, 0, 1, 2, 0, 884, 985, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 1983, 25, 0, 0, 0, 0, 0, 2, 1298, 25666, 8, 0, 0, 0, 0, 0, 49, 3283, 7734, 1, 0, 0, 0, 0, 1, 117, 1276, 3552, 1, 0, 0, 0, 0, 6, 172, 893, 3734, 0, 0, 0, 0, 1, 16, 42, 462, 828, 0, 0, 0, 0, 0, 44, 0, 74, 261, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 711, 15, 0, 0, 0, 0, 0, 7, 459, 3039, 2, 0, 0, 0, 0, 1, 130, 1069, 3975, 3, 0, 0, 0, 0, 14, 300, 1818, 9356, 4, 0, 0, 0, 0, 30, 66, 1937, 2790, 0, 0, 0, 0, 0, 27, 0, 211, 95, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 393, 5, 0, 0, 0, 0, 0, 0, 258, 3939, 21, 0, 0, 0, 0, 0, 74, 1608, 8470, 12, 0, 0, 0, 0, 8, 324, 4138, 27902, 102, 0, 0, 0, 1, 66, 942, 10046, 74285, 7, 0, 0, 0, 0, 26, 0, 3108, 1906, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 72, 2356, 19, 0, 0, 0, 0, 0, 17, 1557, 19194, 20, 0, 0, 0, 0, 0, 385, 3923, 35620, 47, 0, 0, 0, 0, 13, 306, 6836, 42816, 23, 0, 0, 0, 0, 20, 179, 7862, 33328, 13, 0, 0, 0, 1, 182, 0, 2604, 4594, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1795, 57, 0, 0, 0, 0, 0, 1, 1579, 22310, 32, 0, 0, 0, 0, 0, 285, 4787, 27352, 78, 0, 0, 0, 0, 18, 513, 9076, 37244, 41, 0, 0, 0, 1, 95, 311, 11256, 29916, 16, 0, 0, 0, 0, 44, 1, 6462, 14011, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1439, 21, 0, 0, 0, 0, 0, 3, 1102, 9256, 55, 0, 0, 0, 0, 1, 372, 3557, 15318, 5, 0, 0, 0, 0, 16, 198, 2526, 4831, 5, 0, 0, 0, 1, 3, 7, 525, 634, 0, 0, 0, 0, 0, 0, 0, 209, 716, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 50, 10, 0, 0, 0, 0, 0, 4, 303, 35805, 223, 0, 0, 0, 0, 3, 787, 12872, 65654, 39, 0, 0, 0, 0, 15, 293, 8362, 29141, 32, 0, 0, 0, 1, 32, 200, 3436, 17196, 4, 0, 0, 0, 0, 82, 0, 1981, 4097, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 32, 2743, 79, 0, 0, 0, 0, 0, 13, 2050, 19318, 99, 0, 0, 0, 0, 0, 410, 7297, 19111, 13, 0, 0, 0, 0, 15, 308, 7258, 15024, 7, 0, 0, 0, 0, 32, 38, 2623, 2465, 0, 0, 0, 0, 0, 0, 0, 24, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 13, 0, 0, 0, 0, 0, 0, 591, 85614, 468, 0, 0, 0, 0, 0, 86, 31124, 135973, 61, 0, 0, 0, 0, 1, 335, 14380, 26289, 18, 0, 0, 0, 0, 11, 165, 2775, 7945, 6, 0, 0, 0, 1, 26, 80, 1137, 1893, 0, 0, 0, 0, 0, 8, 0, 38, 19, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 91, 2773, 4, 0, 0, 0, 0, 0, 5, 1074, 19206, 26, 0, 0, 0, 0, 0, 38, 3269, 12019, 2, 0, 0, 0, 0, 1, 61, 840, 1788, 1, 0, 0, 0, 0, 2, 39, 146, 435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 71, 24058, 720, 0, 0, 0, 0, 0, 7, 17443, 399824, 130, 0, 0, 0, 0, 0, 122, 31083, 81598, 56, 0, 0, 0, 0, 1, 487, 8752, 27042, 13, 0, 0, 0, 0, 11, 137, 3449, 8189, 4, 0, 0, 0, 0, 3, 29, 823, 3637, 5, 0, 0, 0, 0, 61, 3, 502, 2482, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 430, 10, 0, 0, 0, 0, 0, 2, 672, 49820, 1416, 0, 0, 0, 0, 1, 1720, 32941, 367839, 277, 0, 0, 0, 0, 54, 607, 58360, 111173, 12, 0, 0, 0, 1, 18, 140, 5923, 13571, 1, 0, 0, 0, 0, 245, 0, 1913, 10575, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 77, 5534, 268, 0, 0, 0, 0, 2, 607, 4046, 107039, 272, 0, 0, 0, 0, 30, 1011, 27125, 88089, 11, 0, 0, 0, 0, 38, 71, 4470, 5045, 2, 0, 0, 0, 1, 108, 0, 595, 1573, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 31, 3412, 81, 0, 0, 0, 0, 0, 6, 2660, 39680, 12, 0, 0, 0, 0, 0, 54, 4145, 4501, 0, 0, 0, 0, 0, 0, 59, 324, 605, 1, 0, 0, 0, 0, 9, 18, 142, 117, 0, 0, 0, 0, 0, 6, 16, 64, 266, 1, 0, 0, 0, 1, 41, 0, 91, 63, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 182, 12, 0, 0, 0, 0, 0, 4, 189, 3430, 39, 0, 0, 0, 0, 1, 121, 1435, 11274, 68, 0, 0, 0, 1, 7, 226, 5326, 23665, 82, 0, 0, 0, 2, 58, 1034, 12288, 121102, 96, 0, 0, 0, 0, 484, 1, 23299, 38621, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 27, 1159, 23, 0, 0, 0, 0, 0, 11, 866, 12453, 63, 0, 0, 0, 0, 2, 396, 5409, 36061, 120, 0, 0, 0, 0, 23, 1053, 14661, 121970, 17, 0, 0, 0, 0, 63, 63, 9089, 6007, 0, 0, 0, 0, 0, 0, 0, 626, 518, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 8, 0, 0, 0, 0, 0, 1, 80, 1903, 46, 0, 0, 0, 0, 1, 290, 1226, 16539, 193, 0, 0, 0, 0, 24, 740, 8962, 59929, 56, 0, 0, 0, 0, 93, 152, 12441, 22303, 0, 0, 0, 0, 0, 70, 2, 1873, 2995, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 380, 7, 0, 0, 0, 0, 0, 1, 465, 55291, 379, 0, 0, 0, 0, 0, 73, 23413, 336058, 165, 0, 0, 0, 0, 1, 1078, 36492, 135961, 86, 0, 0, 0, 0, 31, 514, 14241, 72108, 49, 0, 0, 0, 0, 26, 78, 9490, 27096, 0, 0, 0, 0, 0, 0, 0, 393, 149, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 3917, 66, 0, 0, 0, 0, 0, 20, 2502, 55913, 125, 0, 0, 0, 0, 0, 749, 14518, 57977, 37, 0, 0, 0, 0, 22, 151, 9063, 19174, 2, 0, 0, 0, 0, 0, 0, 1103, 1261, 0, 0, 0, 0, 0, 0, 0, 264, 347, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 106, 21153, 229, 0, 0, 0, 0, 0, 51, 12283, 86503, 97, 0, 0, 0, 0, 1, 484, 14502, 55115, 15, 0, 0, 0, 0, 24, 407, 5060, 11838, 0, 0, 0, 0, 0, 9, 5, 1285, 1290, 0, 0, 0, 0, 0, 0, 0, 212, 3, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 397, 1, 0, 0, 0, 0, 0, 0, 155, 6512, 278, 0, 0, 0, 0, 0, 14, 3608, 42565, 677, 0, 0, 0, 0, 0, 609, 22664, 82068, 495, 0, 0, 0, 0, 69, 1310, 39873, 190245, 194, 0, 0, 0, 0, 145, 239, 39504, 37444, 0, 0, 0, 0, 0, 10, 4, 1454, 748, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 298, 57555, 218, 0, 0, 0, 0, 0, 27, 22282, 109281, 36, 0, 0, 0, 0, 0, 68, 9986, 24482, 13, 0, 0, 0, 0, 0, 118, 4554, 9594, 2, 0, 0, 0, 0, 6, 145, 2123, 4580, 1, 0, 0, 0, 0, 11, 44, 959, 3894, 1, 0, 0, 0, 0, 8, 0, 140, 74, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 16, 1554, 40, 0, 0, 0, 0, 0, 3, 1538, 58401, 155, 0, 0, 0, 0, 0, 81, 17214, 66357, 65, 0, 0, 0, 0, 0, 384, 14713, 30625, 9, 0, 0, 0, 0, 24, 224, 6753, 9067, 8, 0, 0, 0, 1, 48, 91, 3379, 4623, 0, 0, 0, 0, 2, 117, 6, 1690, 7962, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 11020, 780, 0, 0, 0, 0, 0, 53, 11222, 288218, 526, 0, 0, 0, 0, 3, 1033, 69923, 170966, 47, 0, 0, 0, 0, 12, 130, 16222, 29044, 71, 0, 0, 0, 0, 14, 120, 4759, 37730, 46, 0, 0, 0, 0, 45, 0, 6713, 15425, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 6, 0, 0, 0, 0, 0, 0, 79, 2179, 28, 0, 0, 0, 0, 0, 2, 713, 4050, 37, 0, 0, 0, 0, 0, 103, 1591, 7503, 78, 0, 0, 0, 0, 6, 314, 4166, 28387, 190, 0, 0, 0, 2, 125, 648, 13968, 43518, 2, 0, 0, 0, 0, 117, 11, 5202, 10771, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 12, 822, 27, 0, 0, 0, 0, 1, 68, 565, 10048, 76, 0, 0, 0, 0, 9, 348, 4046, 31360, 170, 0, 0, 0, 1, 50, 875, 11800, 87267, 15, 0, 0, 0, 0, 298, 1, 10395, 16884, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 5, 0, 0, 0, 0, 0, 0, 155, 2764, 43, 0, 0, 0, 0, 1, 251, 1089, 19197, 33, 0, 0, 0, 0, 23, 341, 4830, 10602, 0, 0, 0, 0, 0, 35, 60, 678, 617, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 423, 30, 0, 0, 0, 0, 0, 0, 188, 3701, 63, 0, 0, 0, 0, 0, 127, 1930, 10461, 56, 0, 0, 0, 0, 24, 397, 5510, 26495, 131, 0, 0, 0, 1, 110, 489, 12861, 41592, 8, 0, 0, 1, 2, 121, 4, 4252, 2245, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 57, 13767, 186, 0, 0, 0, 0, 0, 27, 7902, 120157, 211, 0, 0, 0, 0, 1, 933, 31721, 132380, 141, 0, 0, 0, 0, 37, 791, 34368, 114740, 67, 0, 0, 0, 0, 57, 117, 11661, 17506, 2, 0, 0, 0, 0, 0, 0, 445, 624, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 2543, 83, 0, 0, 0, 0, 0, 17, 2342, 38318, 336, 0, 0, 0, 0, 0, 869, 17723, 85108, 34, 0, 0, 0, 0, 38, 247, 14027, 12397, 1, 0, 0, 0, 0, 27, 36, 561, 350, 0, 0, 0, 0, 1, 19, 0, 18, 23, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 504, 2, 0, 0, 0, 0, 0, 0, 243, 4291, 66, 0, 0, 0, 0, 0, 12, 2415, 74677, 546, 0, 0, 0, 0, 1, 1182, 32116, 192259, 146, 0, 0, 0, 0, 24, 558, 27859, 59588, 39, 0, 0, 0, 1, 46, 275, 7955, 19052, 14, 0, 0, 0, 1, 133, 0, 4353, 19203, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 211, 0, 0, 0, 0, 0, 0, 0, 117, 777, 27, 0, 0, 0, 0, 0, 270, 518, 38657, 862, 0, 0, 0, 0, 22, 1527, 25097, 221457, 338, 0, 0, 0, 0, 190, 495, 43451, 93411, 13, 0, 0, 0, 0, 76, 1, 4296, 9083, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0, 0, 13, 1459, 20, 0, 0, 0, 0, 1, 56, 853, 7874, 13, 0, 0, 0, 0, 4, 160, 3382, 16792, 132, 0, 0, 0, 2, 51, 1480, 8348, 156662, 2, 0, 0, 0, 0, 24, 0, 3514, 751, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 184, 29, 0, 0, 0, 0, 0, 4, 532, 18265, 23, 0, 0, 0, 0, 0, 246, 3905, 17455, 12, 0, 0, 0, 0, 3, 145, 1803, 7494, 0, 0, 0, 0, 1, 8, 54, 893, 1903, 0, 0, 0, 0, 1, 275, 0, 736, 12070, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 230, 2, 0, 0, 0, 0, 0, 0, 126, 2974, 53, 0, 0, 0, 0, 0, 4, 1765, 37131, 302, 0, 0, 0, 0, 1, 819, 16491, 78248, 303, 0, 0, 0, 1, 37, 704, 23519, 114473, 23, 0, 0, 0, 0, 27, 135, 5661, 14298, 3, 0, 0, 0, 0, 73, 0, 1087, 3460, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 199, 8, 0, 0, 0, 0, 0, 1, 236, 2954, 84, 0, 0, 0, 0, 0, 135, 1280, 20532, 140, 0, 0, 0, 0, 11, 438, 8761, 75889, 568, 0, 0, 0, 1, 108, 2089, 31604, 409590, 141, 0, 0, 1, 0, 370, 1, 46618, 62466, stroma
0, 0, 0, 0, 0, 0, 0, 0, 4, 131, 48, 0, 0, 0, 0, 0, 2, 749, 79855, 149, 0, 0, 0, 0, 0, 79, 16792, 61599, 70, 0, 0, 0, 0, 1, 417, 11007, 31717, 27, 0, 0, 0, 0, 17, 204, 5569, 17348, 1, 0, 0, 0, 0, 5, 0, 1176, 2472, 0, 0, 0, 0, 0, 0, 0, 2, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 268, 12, 0, 0, 0, 0, 0, 1, 659, 21920, 45, 0, 0, 0, 0, 1, 555, 5741, 28780, 40, 0, 0, 0, 0, 18, 293, 7676, 37235, 65, 0, 0, 0, 0, 36, 215, 9569, 37056, 25, 0, 0, 1, 0, 99, 0, 4995, 14439, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 307, 33, 0, 0, 0, 0, 0, 1, 468, 19350, 204, 0, 0, 0, 0, 0, 85, 8885, 69373, 87, 0, 0, 0, 0, 1, 395, 14824, 28244, 20, 0, 0, 0, 0, 16, 248, 4758, 6624, 0, 0, 0, 0, 0, 28, 44, 1247, 931, 1, 0, 0, 0, 0, 63, 0, 250, 329, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 1358, 21, 0, 0, 0, 0, 0, 5, 835, 15194, 74, 0, 0, 0, 0, 1, 280, 6380, 36343, 28, 0, 0, 0, 0, 21, 826, 12360, 72564, 39, 0, 0, 0, 0, 74, 320, 12977, 22582, 0, 0, 0, 0, 1, 24, 0, 340, 93, stroma
0, 0, 0, 0, 0, 0, 0, 0, 6, 333, 11, 0, 0, 0, 0, 0, 0, 238, 7611, 64, 0, 0, 0, 0, 0, 13, 2832, 20928, 54, 0, 0, 0, 0, 0, 333, 4933, 15328, 7, 0, 0, 0, 0, 11, 236, 2499, 4726, 0, 0, 0, 0, 1, 32, 56, 550, 575, 0, 0, 0, 0, 0, 23, 0, 57, 47, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 65, 8, 0, 0, 0, 0, 0, 3, 342, 14523, 144, 0, 0, 0, 0, 1, 653, 5060, 44849, 63, 0, 0, 0, 0, 18, 286, 7196, 32810, 8, 0, 0, 0, 1, 17, 59, 1320, 2177, 0, 0, 0, 0, 0, 15, 0, 159, 444, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 110, 9, 4041, 79, 0, 0, 0, 0, 7, 403, 2565, 18215, 4, 0, 0, 0, 2, 42, 109, 2324, 1609, 0, 0, 0, 0, 0, 0, 0, 55, 4, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 38, 1656, 60, 0, 0, 0, 0, 0, 11, 933, 7865, 19, 0, 0, 0, 0, 0, 263, 2736, 10914, 22, 0, 0, 0, 0, 21, 409, 4515, 24632, 13, 0, 0, 0, 1, 29, 79, 3919, 5793, 0, 0, 0, 0, 0, 0, 0, 51, 8, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51, 1, 0, 0, 0, 0, 0, 5, 150, 6063, 53, 0, 0, 0, 0, 0, 249, 2533, 20455, 10, 0, 0, 0, 0, 26, 279, 3688, 10565, 15, 0, 0, 0, 0, 39, 143, 1696, 4942, 3, 0, 0, 0, 1, 63, 0, 801, 1298, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 47, 16, 0, 0, 0, 0, 0, 1, 106, 4472, 284, 0, 0, 0, 0, 0, 292, 2655, 57359, 606, 0, 0, 0, 0, 11, 1145, 30462, 154574, 251, 0, 0, 0, 2, 176, 483, 40232, 88062, 32, 0, 0, 0, 0, 363, 2, 13230, 31543, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 3, 0, 0, 0, 0, 0, 0, 112, 931, 21, 0, 0, 0, 0, 0, 53, 466, 6436, 24, 0, 0, 0, 0, 2, 270, 2597, 17077, 88, 0, 0, 0, 2, 61, 816, 7425, 77927, 31, 0, 0, 0, 0, 242, 2, 8021, 11171, stroma
0, 0, 0, 0, 0, 0, 0, 0, 1, 919, 63, 0, 0, 0, 0, 0, 2, 2292, 179343, 33, 0, 0, 0, 0, 0, 78, 12244, 24128, 11, 0, 0, 0, 0, 0, 224, 1773, 6574, 2, 0, 0, 0, 0, 0, 55, 514, 1133, 0, 0, 0, 0, 1, 5, 13, 15, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 21, 0, 0, 0, 0, 0, 1, 324, 32620, 312, 0, 0, 0, 0, 0, 729, 16148, 63501, 16, 0, 0, 0, 0, 18, 335, 7177, 9958, 3, 0, 0, 0, 0, 25, 48, 1133, 1426, 0, 0, 0, 0, 0, 28, 0, 161, 288, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 15, 0, 0, 0, 0, 0, 0, 122, 5745, 243, 0, 0, 0, 0, 1, 217, 3244, 24634, 79, 0, 0, 0, 0, 11, 674, 11854, 57432, 524, 0, 0, 0, 3, 169, 1084, 30278, 169096, 0, 0, 0, 0, 0, 1, 0, 1386, 562, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 4, 0, 0, 0, 0, 0, 0, 96, 7727, 83, 0, 0, 0, 0, 1, 241, 3769, 37338, 117, 0, 0, 0, 0, 10, 490, 8525, 50339, 392, 0, 0, 0, 2, 101, 703, 19481, 63047, 47, 0, 0, 0, 0, 257, 0, 11995, 20763, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 4, 0, 0, 0, 0, 0, 0, 83, 9751, 286, 0, 0, 0, 0, 0, 380, 6527, 59766, 104, 0, 0, 0, 0, 41, 690, 13359, 40461, 33, 0, 0, 0, 3, 83, 302, 5925, 10386, 3, 0, 0, 0, 0, 1, 0, 701, 1026, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 1434, 59, 0, 0, 0, 0, 0, 0, 1224, 61496, 685, 0, 0, 0, 0, 0, 86, 27046, 169351, 229, 0, 0, 0, 0, 1, 683, 23008, 63888, 54, 0, 0, 0, 0, 28, 265, 8900, 18820, 3, 0, 0, 0, 0, 19, 33, 1440, 1791, 3, 0, 0, 0, 1, 96, 5, 416, 860, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 5, 3628, 54, 0, 0, 0, 0, 0, 0, 2626, 108676, 909, 0, 0, 0, 0, 0, 130, 51460, 432030, 139, 0, 0, 0, 0, 1, 889, 50999, 118128, 82, 0, 0, 0, 0, 37, 516, 22233, 68900, 15, 0, 0, 0, 0, 21, 71, 6604, 11034, 0, 0, 0, 0, 0, 56, 0, 1141, 5097, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 18, 94, 0, 0, 0, 0, 0, 0, 3, 68, 626, 37, 0, 0, 0, 0, 0, 105, 396, 3300, 11, 0, 0, 0, 0, 6, 305, 1594, 13940, 91, 0, 0, 0, 2, 64, 338, 5753, 20308, 1, 0, 0, 0, 1, 19, 0, 1821, 2624, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 3, 0, 0, 0, 0, 0, 0, 381, 36680, 136, 0, 0, 0, 0, 2, 799, 10720, 83132, 56, 0, 0, 0, 0, 13, 281, 5441, 26856, 45, 0, 0, 0, 0, 36, 178, 3668, 10919, 1, 0, 0, 0, 1, 95, 0, 269, 824, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 52, 4278, 63, 0, 0, 0, 0, 0, 9, 2872, 33026, 33, 0, 0, 0, 0, 0, 60, 6595, 15171, 3, 0, 0, 0, 0, 0, 76, 2203, 2479, 1, 0, 0, 0, 0, 2, 32, 407, 520, 0, 0, 0, 0, 0, 21, 15, 99, 96, 0, 0, 0, 0, 1, 30, 0, 56, 182, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 761, 5, 0, 0, 0, 0, 0, 1, 851, 29239, 44, 0, 0, 0, 0, 0, 66, 5210, 16330, 2, 0, 0, 0, 0, 0, 83, 1152, 3918, 3, 0, 0, 0, 0, 8, 106, 951, 2144, 4, 0, 0, 0, 1, 12, 12, 529, 2020, 1, 0, 0, 0, 0, 111, 0, 567, 5565, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 1, 0, 0, 0, 0, 0, 0, 107, 1154, 0, 0, 0, 0, 0, 0, 18, 405, 3592, 38, 0, 0, 0, 0, 1, 335, 2022, 26694, 57, 0, 0, 0, 0, 15, 338, 6742, 37121, 64, 0, 0, 0, 0, 67, 391, 7479, 34063, 13, 0, 0, 0, 0, 45, 0, 1745, 1258, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 0, 0, 0, 0, 0, 0, 22, 282, 2, 0, 0, 0, 0, 0, 3, 212, 12809, 319, 0, 0, 0, 0, 2, 724, 7850, 73121, 117, 0, 0, 0, 1, 19, 506, 16118, 45841, 28, 0, 0, 0, 1, 49, 205, 4556, 11441, 3, 0, 0, 0, 0, 32, 1, 1860, 7047, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 180, 16838, 72, 0, 0, 0, 0, 0, 10, 6535, 52149, 23, 0, 0, 0, 0, 0, 68, 7892, 10851, 5, 0, 0, 0, 0, 1, 98, 1203, 3136, 4, 0, 0, 0, 0, 2, 79, 981, 2092, 0, 0, 0, 0, 0, 4, 2, 145, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 13, 0, 0, 0, 0, 0, 0, 200, 5780, 40, 0, 0, 0, 0, 1, 240, 2455, 21918, 52, 0, 0, 0, 0, 16, 562, 7653, 40213, 34, 0, 0, 0, 0, 62, 283, 6781, 13306, 0, 0, 0, 0, 0, 19, 0, 340, 402, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 117, 15757, 226, 0, 0, 0, 0, 0, 56, 10430, 89012, 45, 0, 0, 0, 0, 2, 598, 17128, 32630, 8, 0, 0, 0, 0, 8, 108, 5312, 9191, 0, 0, 0, 0, 0, 3, 4, 706, 1244, 0, 0, 0, 0, 0, 0, 0, 98, 66, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 52, 4951, 131, 0, 0, 0, 0, 0, 41, 4236, 95132, 155, 0, 0, 0, 0, 0, 651, 21619, 72274, 55, 0, 0, 0, 0, 15, 253, 9995, 31328, 13, 0, 0, 0, 1, 8, 7, 2398, 3192, 0, 0, 0, 0, 0, 0, 0, 4, 0, epithelium
0, 2, 0, 0, 0, 0, 0, 0, 257, 38109, 212, 0, 0, 0, 0, 0, 20, 14143, 120214, 215, 0, 0, 0, 0, 0, 84, 30142, 114248, 85, 0, 0, 0, 0, 0, 472, 16037, 45127, 12, 0, 0, 0, 0, 10, 150, 5513, 9800, 0, 0, 0, 0, 0, 0, 0, 648, 730, 0, 0, 0, 0, 0, 0, 0, 30, 10, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 2, 462, 46487, 178, 0, 0, 0, 0, 0, 110, 15869, 61403, 22, 0, 0, 0, 0, 2, 194, 4961, 8082, 0, 0, 0, 0, 0, 15, 31, 127, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
